True,Pred
4369,4928.78
4672,4609.1704
4661,4876.601
4655,4689.08
4716,4874.063
4377,4786.3276
4484,4816.6646
4911,4806.6616
5218,4774.087
5759,4969.4663
5456,4999.551
5359,5266.3164
5305,5571.051
5769,5567.3833
5565,5808.5483
5367,5709.977
5633,5796.669
5664,5707.6357
6082,5830.3735
6505,5952.5073
5813,5921.7915
6379,6303.535
6091,6347.1553
6219,6262.023
6052,6662.538
6105,6280.487
6030,6494.092
5969,6324.0566
5707,6368.6855
5681,6221.525
6052,6168.233
5904,6125.888
5426,6121.9927
6005,6049.2256
5766,6038.5835
5946,6018.8105
5981,6223.3564
6104,5961.7383
5991,6265.8784
5670,6202.8354
5709,6226.31
5416,6136.737
5793,5993.5415
5750,6024.213
5399,5851.649
6123,5953.491
5730,5888.092
6015,5934.1787
5989,6259.3667
6333,5936.962
6388,6388.0215
6048,6276.241
6322,6490.313
6405,6483.671
6523,6509.6553
