,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,617.5303639619937,498.02456168241275,15.219051017926303,0.0,0.0,0.0
std,32.96914155112209,49.356596293054324,1.3061052657431416,0.0,0.0,0.0
