,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,524.9662812966915,354.9434178551963,11.33316278662429,0.0,0.0,0.0
std,3.974972506428333,2.462974461910285,0.0833369408257382,0.0,0.0,0.0
