,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,575.8853999881171,478.23959436487263,14.079681030769063,0.0,0.0,0.0
std,185.8852000494579,188.59050444371326,4.760964008775992,0.0,0.0,0.0
