,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,564.2129605856462,473.6835270579268,13.403211275665102,0.0,0.0,0.0
std,196.61859901117148,205.4090232735201,5.630991571258311,0.0,0.0,0.0
