,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1291.8054837476345,1207.6072530110678,32.90981687981287,0.0,0.0,0.0
std,968.1353773141866,957.9291476057649,25.005922108251326,0.0,0.0,0.0
