,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,456.42218417891763,358.0341068422892,10.397896364085744,0.0,0.0,0.0
std,55.91734455407629,58.132300003951194,1.4767567363719625,0.0,0.0,0.0
