True,Pred
4369,4649.739
4672,4611.775
4661,4728.89
4655,4614.781
4716,4665.2266
4377,4646.7114
4484,4745.0625
4911,4724.555
5218,4707.8306
5759,4715.893
5456,4760.8037
5359,5018.3237
5305,5341.1436
5769,5540.1187
5565,5664.699
5367,5543.1167
5633,5550.861
5664,5617.663
6082,5726.6387
6505,5671.796
5813,5742.231
6379,5936.4756
6091,6116.162
6219,6298.237
6052,6356.135
6105,6196.2456
6030,6344.1494
5969,6237.63
5707,6239.109
5681,6154.1
6052,6114.2856
5904,6035.5615
5426,5960.101
6005,5883.1704
5766,5936.455
5946,5985.0425
5981,5894.301
6104,5846.929
5991,6047.5938
5670,6019.0654
5709,6092.8267
5416,6090.0264
5793,6028.7896
5750,5895.5977
5399,5759.5054
6123,5741.322
5730,5735.104
6015,5845.846
5989,5851.177
6333,5870.0547
6388,6110.4385
6048,6071.5703
6322,6227.126
6405,6308.4873
6523,6420.492
