Lookback Period,Batch Size,Epochs,LSTM RMSE,LSTM RMSE Std,LSTM MAPE,LSTM MAPE Std,SARIMA RMSE,SARIMA RMSE Std,SARIMA MAPE,SARIMA MAPE Std,LSTM Prediction Interval Lower,LSTM Prediction Interval Upper,SARIMA Prediction Interval Lower,SARIMA Prediction Interval Upper,LSTM Std,SARIMA Std
3,1,100,395.976448201644,203.97699357614437,7.770110330647993,4.126609476634423,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3460.6020003774174,4412.783436634301,3631.1577667586307,4583.739161357391,242.90342761655216,243.00545780580606
5,1,100,364.89004406296056,184.85312739000324,7.201413501070135,3.60601527356182,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3532.3721059224736,4474.461194858777,3631.1577667586307,4583.739161357391,240.32884921844484,243.00545780580606
6,1,100,322.6292753931506,118.98392318547407,6.427102257932073,2.3387975115881012,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3715.3810620567215,4548.859733841715,3631.1577667586307,4583.739161357391,212.62211014923338,243.00545780580606
7,1,100,276.19492809054384,100.5677403381561,5.5611524817016385,1.9058353833590236,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3784.323200513352,4575.461760424148,3631.1577667586307,4583.739161357391,201.82106120173347,243.00545780580606
9,1,100,272.4340130736206,86.14919118252384,5.584912003199397,2.1663831787369157,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3784.3511317736716,4610.462194235443,3631.1577667586307,4583.739161357391,210.74261797494177,243.00545780580606
11,1,100,317.95035201000184,133.56663371447274,6.224506042490291,2.610617995113395,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3690.8307384702653,4566.219005182078,3631.1577667586307,4583.739161357391,223.31333334484992,243.00545780580606
12,1,100,287.6986218071994,72.81144327091873,5.880995149441317,1.783927767835214,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3860.467325233706,4652.891260378274,3631.1577667586307,4583.739161357391,202.14896304708378,243.00545780580606
